bottleneck_id,latitude,longitude,route_segment,distributor_network,estimated_demand_kw,grid_status
FRIC_414,37.460997,-5.736147,A-4,Endesa,300,Congested
FRIC_415,37.52846,-5.297905,A-4,Endesa,300,Congested
FRIC_416,37.587988,-4.984663,A-4,Endesa,300,Congested
FRIC_417,37.508624,-5.408915,A-4,Endesa,300,Congested
FRIC_418,37.469191,-5.713491,A-4,Endesa,300,Congested
FRIC_419,39.942858,-3.501794,A-40,i-DE,300,Congested
FRIC_420,39.968171,-3.192677,A-40,i-DE,300,Congested
FRIC_421,39.98571,-3.105498,A-40,i-DE,300,Congested
FRIC_422,40.046353,-4.358245,A-40,i-DE,300,Congested
FRIC_423,40.05637,-2.400413,A-40,i-DE,300,Congested
FRIC_424,40.061895,-2.860866,A-40,i-DE,300,Congested
FRIC_425,40.02339,-2.642304,A-40,i-DE,300,Congested
FRIC_426,40.03122,-2.683342,A-40,i-DE,300,Congested
FRIC_427,37.227524,-3.531567,A-4002,Endesa,300,Congested
FRIC_428,37.23936,-3.494398,A-4003,Endesa,300,Congested
FRIC_429,37.312284,-3.40807,A-4004,Endesa,300,Congested
FRIC_430,37.321337,-3.299807,A-4005,Endesa,300,Congested
FRIC_431,37.210537,-3.622911,A-4006,Endesa,300,Congested
FRIC_432,37.993081,-3.383713,A-401,Endesa,300,Congested
FRIC_433,37.132806,-3.435715,A-4025,Endesa,300,Congested
FRIC_434,37.15481,-3.496166,A-4026,Endesa,300,Congested
FRIC_435,37.18197,-3.950339,A-402R3,Endesa,300,Congested
FRIC_436,37.451266,-3.891371,A-403,Endesa,300,Congested
FRIC_437,37.451839,-3.88992,A-403R1,Endesa,300,Congested
FRIC_438,36.658149,-4.485829,A-404,Endesa,300,Congested
FRIC_439,36.205213,-5.413958,A-405,Endesa,300,Congested
FRIC_440,37.061853,-3.655858,A-4050,Endesa,300,Congested
FRIC_441,36.203051,-5.422247,A-405R2,Endesa,300,Congested
FRIC_442,37.191756,-3.754085,A-4075,Endesa,300,Congested
FRIC_443,37.287047,-3.671693,A-4076,Endesa,300,Congested
FRIC_444,36.537565,-6.168062,A-408,Endesa,300,Congested
FRIC_445,38.860469,-4.025163,A-41,Endesa,300,Congested
FRIC_446,38.875012,-4.009288,A-41,Endesa,300,Congested
FRIC_447,37.327963,-3.209291,A-4100,Endesa,300,Congested
FRIC_448,37.265069,-3.090836,A-4101,Endesa,300,Congested
FRIC_449,37.228702,-3.082313,A-4102,Endesa,300,Congested
FRIC_450,37.168044,-2.902959,A-4103,Endesa,300,Congested
FRIC_451,37.398748,-2.986185,A-4104,Endesa,300,Congested
FRIC_452,37.330859,-3.222073,A-4105,Endesa,300,Congested
FRIC_453,36.802145,-3.508772,A-4133,Endesa,300,Congested
FRIC_454,37.162967,-4.12091,A-4154,Endesa,300,Congested
FRIC_455,37.169588,-4.085013,A-4155,Endesa,300,Congested
FRIC_456,37.146142,-4.251538,A-4157,Endesa,300,Congested
FRIC_457,40.016584,-3.950656,A-42,i-DE,300,Congested
FRIC_458,39.935966,-3.999561,A-42,i-DE,300,Congested
FRIC_459,39.81602,-3.987951,A-42,i-DE,300,Congested
FRIC_460,40.242481,-3.779658,A-42,i-DE,300,Congested
FRIC_461,40.196165,-3.789567,A-42,i-DE,300,Congested
FRIC_462,38.256574,-4.322648,A-420,Endesa,300,Congested
FRIC_463,37.497559,-2.817579,A-4201,Endesa,300,Congested
FRIC_464,37.944881,-4.549563,A-421,Endesa,300,Congested
FRIC_465,38.27667,-4.320916,A-424,Endesa,300,Congested
FRIC_466,39.165664,-2.879625,A-43,Endesa,600,Moderate
FRIC_467,39.079684,-3.22693,A-43,Endesa,300,Congested
FRIC_468,39.021788,-3.697966,A-43,Endesa,300,Congested
FRIC_469,39.163777,-2.877091,A-43,Endesa,600,Moderate
FRIC_470,39.417556,-2.379043,A-43,i-DE,300,Congested
FRIC_471,39.163538,-2.912455,A-43,Endesa,600,Moderate
FRIC_472,37.806743,-2.502725,A-4302,Endesa,300,Congested
FRIC_473,37.717356,-2.554084,A-4303,Endesa,300,Congested
FRIC_474,37.927269,-6.238566,A-434,Endesa,300,Congested
FRIC_475,38.307649,-4.975437,A-435,Endesa,300,Congested
FRIC_476,37.61625,-5.663959,A-436,Endesa,300,Congested
FRIC_477,37.424662,-3.556797,A-44,Endesa,300,Congested
FRIC_478,37.135167,-3.696161,A-44,Endesa,300,Congested
FRIC_479,36.829377,-3.504508,A-44,Endesa,300,Congested
FRIC_480,37.035473,-3.645801,A-44,Endesa,300,Congested
FRIC_481,38.041995,-3.767691,A-44,Endesa,300,Congested
FRIC_482,37.868919,-3.764992,A-44,Endesa,300,Congested
FRIC_483,37.715661,-3.646939,A-44,Endesa,300,Congested
FRIC_484,37.994025,-3.796034,A-44,Endesa,300,Congested
FRIC_485,37.679348,-4.931657,A-445,Endesa,300,Congested
FRIC_486,38.264799,-5.436497,A-447,Endesa,300,Congested
FRIC_487,38.306596,-5.278794,A-449,Endesa,300,Congested
FRIC_488,37.006913,-4.486074,A-45,Endesa,300,Congested
FRIC_489,37.691058,-4.743025,A-45,Endesa,300,Congested
FRIC_490,37.304812,-4.474243,A-45,Endesa,300,Congested
FRIC_491,37.430867,-4.543639,A-45,Endesa,300,Congested
FRIC_492,37.228074,-5.11121,A-451,Endesa,300,Congested
FRIC_493,37.506687,-5.376619,A-456,Endesa,300,Congested
FRIC_494,37.512114,-6.072479,A-460,Endesa,300,Congested
FRIC_495,37.811755,-6.432977,A-461,Endesa,300,Congested
FRIC_496,36.978038,-5.952523,A-471R,Endesa,300,Congested
FRIC_497,37.36048,-6.201498,A-473,Endesa,300,Congested
FRIC_498,37.249574,-6.517781,A-474,Endesa,300,Congested
FRIC_499,37.536132,-6.090564,A-477,Endesa,300,Congested
FRIC_500,36.45783,-6.157217,A-48,Endesa,300,Congested
FRIC_501,36.26962,-6.027578,A-48,Endesa,600,Moderate
FRIC_502,36.691012,-6.206087,A-480,Endesa,300,Congested
FRIC_503,37.353812,-6.389011,A-481,Endesa,300,Congested
FRIC_504,37.190853,-6.499893,A-483,Endesa,300,Congested
FRIC_505,37.263214,-6.531705,A-484,Endesa,300,Congested
FRIC_506,37.237496,-7.404469,A-49,Endesa,300,Congested
FRIC_507,37.35397,-6.974075,A-49,Endesa,300,Congested
FRIC_508,37.349826,-6.610754,A-49,Endesa,300,Congested
FRIC_509,37.239615,-7.372317,A-49,Endesa,300,Congested
FRIC_510,37.376508,-6.079609,A-49,Endesa,300,Congested
FRIC_511,37.365302,-6.103555,A-49,Endesa,300,Congested
FRIC_512,36.610759,-6.205451,A-491,Endesa,300,Congested
FRIC_513,37.271791,-6.987728,A-492,Endesa,300,Congested
FRIC_514,37.358967,-6.540466,A-493,Endesa,300,Congested
FRIC_515,37.016575,-6.561689,A-494,Endesa,300,Congested
FRIC_516,37.377983,-6.983242,A-495,Endesa,300,Congested
FRIC_517,37.582085,-6.777786,A-496,Endesa,300,Congested
FRIC_518,37.251348,-7.33571,A-499,Endesa,300,Congested
FRIC_519,38.6495,-3.472315,A-4A,Endesa,300,Congested
FRIC_520,36.701347,-6.090622,A-4R1,Endesa,300,Congested
FRIC_521,37.846964,-4.790522,A-4R2,Endesa,300,Congested
FRIC_522,40.187584,-4.12009,A-5,i-DE,300,Congested
FRIC_523,39.891892,-5.393423,A-5,i-DE,300,Congested
FRIC_524,39.949832,-4.939239,A-5,i-DE,300,Congested
FRIC_525,39.966454,-4.897062,A-5,i-DE,300,Congested
FRIC_526,40.156045,-4.173923,A-5,i-DE,300,Congested
FRIC_527,39.923647,-5.18283,A-5,i-DE,300,Congested
FRIC_528,40.35334,-3.842045,A-5,i-DE,300,Congested
FRIC_529,40.370158,-3.803065,A-5,i-DE,300,Congested
FRIC_530,39.199419,-5.881407,A-5,i-DE,300,Congested
FRIC_531,39.885075,-5.532226,A-5,i-DE,300,Congested
FRIC_532,39.891529,-5.407519,A-5,i-DE,300,Congested
FRIC_533,39.78683,-5.719964,A-5,i-DE,300,Congested
FRIC_534,39.875898,-5.545579,A-5,i-DE,300,Congested
FRIC_535,40.039259,-4.406831,A-5,i-DE,300,Congested
FRIC_536,40.930785,-5.446431,A-50,i-DE,300,Congested
FRIC_537,40.92782,-5.257827,A-50,i-DE,300,Congested
FRIC_538,37.272588,-6.917894,A-5000,Endesa,300,Congested
FRIC_539,37.306878,-6.891712,A-5000R1,Endesa,300,Congested
FRIC_540,37.288257,-7.140951,A-5053,Endesa,300,Congested
FRIC_541,37.259687,-7.012048,A-5077,Endesa,300,Congested
FRIC_542,37.245438,-7.310139,A-5150,Endesa,300,Congested
FRIC_543,42.20931,-7.832349,A-52,i-DE,300,Congested
FRIC_544,42.071999,-7.706519,A-52,i-DE,300,Congested
FRIC_545,42.037508,-7.022671,A-52,Endesa,300,Congested
FRIC_546,41.980086,-7.300286,A-52,Endesa,300,Congested
FRIC_547,42.332147,-7.962723,A-52,i-DE,300,Congested
FRIC_548,42.078951,-7.710587,A-52,i-DE,300,Congested
FRIC_549,42.16443,-8.533573,A-52,i-DE,300,Congested
FRIC_550,42.216692,-8.256981,A-52,i-DE,300,Congested
FRIC_551,42.163138,-8.39213,A-52,i-DE,300,Congested
FRIC_552,42.05077,-6.686334,A-52,Endesa,300,Congested
FRIC_553,42.007216,-6.214407,A-52,i-DE,300,Congested
FRIC_554,42.035923,-5.782899,A-52,i-DE,300,Congested
FRIC_555,38.070295,-6.687643,A-5300,Endesa,300,Congested
FRIC_556,37.909631,-6.214292,A-5301,Endesa,300,Congested
FRIC_557,42.933183,-8.25732,A-54,Endesa,300,Congested
FRIC_558,42.930711,-8.276119,A-54,Endesa,300,Congested
FRIC_559,42.90003,-7.785477,A-54,Endesa,300,Congested
FRIC_560,42.211366,-8.691604,A-55,i-DE,300,Congested
FRIC_561,42.215882,-8.700563,A-55,i-DE,300,Congested
FRIC_562,42.532791,-7.832528,A-56,i-DE,300,Congested
FRIC_563,39.444778,-6.190836,A-58,i-DE,300,Congested
FRIC_564,39.452862,-6.225914,A-58,i-DE,300,Congested
FRIC_565,40.363435,-3.793442,A-5R,i-DE,300,Congested
FRIC_566,41.179108,-4.80627,A-6,i-DE,300,Congested
FRIC_567,43.195622,-8.025149,A-6,Endesa,300,Congested
FRIC_568,43.240847,-8.16633,A-6,Endesa,300,Congested
FRIC_569,42.136092,-5.762201,A-6,i-DE,300,Congested
FRIC_570,42.509647,-6.116703,A-6,i-DE,300,Congested
FRIC_571,42.612721,-6.336944,A-6,Endesa,300,Congested
FRIC_572,42.223416,-5.81386,A-6,i-DE,300,Congested
FRIC_573,42.576793,-6.777261,A-6,Endesa,300,Congested
FRIC_574,42.913544,-7.19718,A-6,i-DE,300,Congested
FRIC_575,43.190623,-7.89886,A-6,Endesa,300,Congested
FRIC_576,42.967606,-7.489364,A-6,i-DE,300,Congested
FRIC_577,42.80551,-7.106282,A-6,i-DE,300,Congested
FRIC_578,40.518341,-3.884963,A-6,i-DE,300,Congested
FRIC_579,40.512856,-3.881547,A-6,i-DE,300,Congested
FRIC_580,40.485309,-3.863893,A-6,i-DE,300,Congested
FRIC_581,43.17685,-7.735237,A-6,Endesa,300,Congested
FRIC_582,41.635104,-5.187847,A-6,i-DE,300,Congested
FRIC_583,41.423085,-4.965482,A-6,i-DE,300,Congested
FRIC_584,41.532588,-5.057332,A-6,i-DE,300,Congested
FRIC_585,41.913951,-5.508759,A-6,i-DE,300,Congested
FRIC_586,42.02312,-5.670087,A-6,i-DE,300,Congested
FRIC_587,42.482391,-5.372529,A-60,i-DE,300,Congested
FRIC_588,41.719103,-4.823349,A-60,i-DE,300,Congested
FRIC_589,37.976341,-3.792531,A-6000,Endesa,300,Congested
FRIC_590,37.777475,-3.733448,A-6001,Endesa,300,Congested
FRIC_591,37.982096,-3.798843,A-6004,Endesa,300,Congested
FRIC_592,41.580655,-4.68186,A-601,i-DE,300,Congested
FRIC_593,41.26907,-4.298723,A-601,i-DE,300,Congested
FRIC_594,41.396621,-4.292622,A-601,i-DE,300,Congested
FRIC_595,41.30154,-4.301598,A-601,i-DE,300,Congested
FRIC_596,41.463547,-4.603541,A-601,i-DE,300,Congested
FRIC_597,37.515705,-3.952053,A-6050,Endesa,300,Congested
FRIC_598,37.665405,-4.053263,A-6051,Endesa,300,Congested
FRIC_599,41.981764,-4.439057,A-610,i-DE,300,Congested
FRIC_600,38.143132,-3.725681,A-6100,Endesa,300,Congested
FRIC_601,37.993081,-3.383714,A-6104,Endesa,300,Congested
FRIC_602,37.915234,-3.347526,A-6105,Endesa,300,Congested
FRIC_603,37.879531,-4.191315,A-6175,Endesa,300,Congested
FRIC_604,38.027876,-4.163846,A-6176,Endesa,300,Congested
FRIC_605,38.038621,-4.032028,A-6177,Endesa,300,Congested
FRIC_606,41.774428,-4.61954,A-62,i-DE,300,Congested
FRIC_607,40.712014,-6.389473,A-62,i-DE,300,Congested
FRIC_608,40.843051,-6.071746,A-62,i-DE,300,Congested
FRIC_609,40.922514,-5.841209,A-62,i-DE,300,Congested
FRIC_610,40.988069,-5.682211,A-62,i-DE,300,Congested
FRIC_611,41.988166,-4.419831,A-62,i-DE,300,Congested
FRIC_612,42.101644,-4.193481,A-62,i-DE,300,Congested
FRIC_613,42.072089,-4.216493,A-62,i-DE,300,Congested
FRIC_614,40.808114,-6.176904,A-62,i-DE,300,Congested
FRIC_615,41.527404,-4.916273,A-62,i-DE,300,Congested
FRIC_616,40.711761,-6.390807,A-62,i-DE,300,Congested
FRIC_617,41.501616,-5.021382,A-62,i-DE,300,Congested
FRIC_618,41.60318,-4.812273,A-62,i-DE,300,Congested
FRIC_619,38.114177,-3.095816,A-6203,Endesa,300,Congested
FRIC_620,38.119879,-3.078036,A-6204,Endesa,300,Congested
FRIC_621,43.347296,-5.895573,A-63,i-DE,300,Congested
FRIC_622,38.270133,-2.936731,A-6301,Endesa,300,Congested
FRIC_623,43.048503,-2.258131,A-636,i-DE,300,Congested
FRIC_624,43.083308,-2.336688,A-636-10,i-DE,300,Congested
FRIC_625,43.080743,-2.331995,A-636-12,i-DE,300,Congested
FRIC_626,43.088937,-2.359664,A-636-15,i-DE,300,Congested
FRIC_627,43.103072,-2.421555,A-636-21,i-DE,300,Congested
FRIC_628,43.045373,-2.243959,A-636-3,i-DE,300,Congested
FRIC_629,43.051551,-2.258306,A-636-5,i-DE,300,Congested
FRIC_630,43.356777,-5.959981,A-63R,i-DE,300,Congested
FRIC_631,43.380952,-5.717218,A-64,i-DE,300,Congested
FRIC_632,43.39053,-5.68775,A-64,i-DE,300,Congested
FRIC_633,42.026945,-4.515693,A-65,i-DE,300,Congested
FRIC_634,40.767731,-5.629055,A-66,i-DE,300,Congested
FRIC_635,43.271424,-5.806177,A-66,i-DE,300,Congested
FRIC_636,40.537083,-5.663706,A-66,i-DE,300,Congested
FRIC_637,43.31544,-5.867687,A-66,i-DE,300,Congested
FRIC_638,41.225675,-5.705465,A-66,i-DE,300,Congested
FRIC_639,43.36846,-5.813663,A-66,i-DE,300,Congested
FRIC_640,42.402791,-5.593322,A-66,i-DE,300,Congested
FRIC_641,42.34979,-5.601826,A-66,i-DE,300,Congested
FRIC_642,39.230286,-6.303079,A-66,i-DE,300,Congested
FRIC_643,39.345865,-6.342687,A-66,i-DE,300,Congested
FRIC_644,39.869725,-6.295529,A-66,i-DE,300,Congested
FRIC_645,40.145604,-6.039214,A-66,i-DE,300,Congested
FRIC_646,39.780606,-6.37743,A-66,i-DE,300,Congested
FRIC_647,39.68795,-6.398185,A-66,i-DE,300,Congested
FRIC_648,39.97683,-6.155227,A-66,i-DE,300,Congested
FRIC_649,40.834536,-5.636741,A-66,i-DE,300,Congested
FRIC_650,41.696091,-5.796027,A-66,i-DE,300,Congested
FRIC_651,40.86932,-5.653282,A-66,i-DE,300,Congested
FRIC_652,37.46793,-6.044968,A-66,Endesa,300,Congested
FRIC_653,37.626502,-6.143693,A-66,Endesa,300,Congested
FRIC_654,41.771136,-5.760921,A-66,i-DE,300,Congested
FRIC_655,41.91539,-5.668268,A-66,i-DE,300,Congested
FRIC_656,42.085065,-5.654927,A-66,i-DE,300,Congested
FRIC_657,42.531836,-5.601046,A-66R,i-DE,300,Congested
FRIC_658,42.270654,-4.413291,A-67,i-DE,300,Congested
FRIC_659,42.838778,-4.193555,A-67,i-DE,300,Congested
FRIC_660,41.965295,-4.50441,A-67,i-DE,300,Congested
FRIC_661,41.947921,-4.504681,A-67,i-DE,300,Congested
FRIC_662,42.115816,-4.480205,A-67,i-DE,300,Congested
FRIC_663,43.415418,-3.960192,A-67,i-DE,300,Congested
FRIC_664,43.387476,-4.023828,A-67,i-DE,300,Congested
FRIC_665,43.264822,-4.074606,A-67,i-DE,300,Congested
FRIC_666,43.169185,-4.052648,A-67,i-DE,300,Congested
FRIC_667,42.118349,-1.676247,A-68,i-DE,300,Congested
FRIC_668,42.108979,-1.667189,A-68,i-DE,300,Congested
FRIC_669,41.841539,-1.342585,A-68,Endesa,300,Congested
FRIC_670,41.77524,-1.223824,A-68,Endesa,300,Congested
FRIC_671,41.660656,-0.914764,A-68,Endesa,300,Congested
FRIC_672,39.053658,-0.545009,A-7,i-DE,300,Congested
FRIC_673,39.187412,-0.503257,A-7,i-DE,300,Congested
FRIC_674,38.899286,-0.576401,A-7,i-DE,300,Congested
FRIC_675,38.964768,-0.566163,A-7,i-DE,300,Congested
FRIC_676,39.390705,-0.481842,A-7,i-DE,300,Congested
FRIC_677,39.052886,-0.545935,A-7,i-DE,300,Congested
FRIC_678,39.634727,-0.295542,A-7,i-DE,300,Congested
FRIC_679,36.513054,-4.926714,A-7,Endesa,300,Congested
FRIC_680,36.451178,-5.084242,A-7,Endesa,300,Congested
FRIC_681,36.569404,-4.623295,A-7,Endesa,300,Congested
FRIC_682,38.096983,-1.047342,A-7,i-DE,300,Congested
FRIC_683,37.677663,-1.710646,A-7,i-DE,300,Congested
FRIC_684,37.691721,-1.670702,A-7,i-DE,300,Congested
FRIC_685,36.730313,-3.375245,A-7,Endesa,300,Congested
FRIC_686,36.770628,-3.627487,A-7,Endesa,300,Congested
FRIC_687,36.751681,-3.167151,A-7,Endesa,300,Congested
FRIC_688,36.154734,-5.454732,A-7,Endesa,300,Congested
FRIC_689,36.206669,-5.385445,A-7,Endesa,300,Congested
FRIC_690,36.506996,-4.851772,A-7,Endesa,300,Congested
FRIC_691,36.50943,-4.862904,A-7,Endesa,300,Congested
FRIC_692,36.633097,-4.49853,A-7050,Endesa,300,Congested
FRIC_693,36.538609,-4.635003,A-7053,Endesa,300,Congested
FRIC_694,36.469538,-5.01267,A-7175,Endesa,300,Congested
FRIC_695,36.502049,-4.931591,A-7176,Endesa,300,Congested
FRIC_696,37.094285,-4.409025,A-7200,Endesa,300,Congested
FRIC_697,37.119908,-4.295083,A-7200R1,Endesa,300,Congested
FRIC_698,37.112941,-4.3923,A-7201,Endesa,300,Congested
FRIC_699,37.053542,-4.360835,A-7202,Endesa,300,Congested
FRIC_700,37.118403,-4.666915,A-7280,Endesa,300,Congested
FRIC_701,37.082872,-4.453557,A-7282,Endesa,300,Congested
FRIC_702,36.978381,-4.833968,A-7286,Endesa,300,Congested
FRIC_703,42.749855,-4.165264,A-73,i-DE,300,Congested
FRIC_704,37.21238,-4.533807,A-7300,Endesa,300,Congested
FRIC_705,41.911591,-7.442593,A-75,i-DE,300,Congested
FRIC_706,43.316371,-3.872298,A-8,i-DE,300,Congested
FRIC_707,43.535056,-6.59806,A-8,Endesa,300,Congested
FRIC_708,43.43256,-4.867219,A-8,i-DE,300,Congested
FRIC_709,43.46194,-5.138185,A-8,i-DE,300,Congested
FRIC_710,43.498275,-5.413957,A-8,i-DE,300,Congested
FRIC_711,43.429572,-4.844504,A-8,i-DE,300,Congested
FRIC_712,43.543028,-7.025166,A-8,Endesa,300,Congested
FRIC_713,43.533135,-5.934318,A-8,i-DE,300,Congested
FRIC_714,43.544116,-6.809452,A-8,Endesa,300,Congested
FRIC_715,43.539126,-7.175451,A-8,Endesa,300,Congested
FRIC_716,43.543467,-7.066466,A-8,Endesa,300,Congested
FRIC_717,43.280402,-7.699551,A-8,Endesa,300,Congested
FRIC_718,43.528126,-6.552554,A-8,Endesa,300,Congested
FRIC_719,43.323847,-3.956923,A-8,i-DE,300,Congested
FRIC_720,43.334875,-4.332538,A-8,i-DE,300,Congested
FRIC_721,43.391588,-3.395314,A-8,i-DE,300,Congested
FRIC_722,43.36179,-4.396341,A-8,i-DE,300,Congested
FRIC_723,43.399789,-3.314069,A-8,i-DE,300,Congested
FRIC_724,43.38889,-3.234007,A-8,i-DE,300,Congested
FRIC_725,37.486739,-5.966807,A-8001,Endesa,300,Congested
FRIC_726,37.455462,-5.970204,A-8003,Endesa,300,Congested
FRIC_727,37.464984,-5.968114,A-8004,Endesa,300,Congested
FRIC_728,37.434658,-5.96695,A-8005,Endesa,300,Congested
FRIC_729,37.415574,-5.927658,A-8008,Endesa,300,Congested
FRIC_730,37.454977,-5.97054,A-8009,Endesa,300,Congested
FRIC_731,37.445783,-5.780207,A-8025,Endesa,300,Congested
FRIC_732,37.370763,-5.929142,A-8028,Endesa,300,Congested
FRIC_733,37.093557,-5.863782,A-8030,Endesa,300,Congested
FRIC_734,37.284983,-5.865828,A-8031,Endesa,300,Congested
FRIC_735,37.329808,-5.967843,A-8032,Endesa,300,Congested
FRIC_736,37.359185,-5.870334,A-8033,Endesa,300,Congested
FRIC_737,37.296276,-6.054083,A-8051,Endesa,300,Congested
FRIC_738,37.287727,-6.06158,A-8052,Endesa,300,Congested
FRIC_739,37.317998,-6.076261,A-8054,Endesa,300,Congested
FRIC_740,37.336571,-6.069939,A-8055,Endesa,300,Congested
FRIC_741,37.362825,-6.070566,A-8056,Endesa,300,Congested
FRIC_742,37.361895,-6.042216,A-8057,Endesa,300,Congested
FRIC_743,37.273693,-6.06258,A-8058,Endesa,300,Congested
FRIC_744,37.359229,-6.14433,A-8059,Endesa,300,Congested
FRIC_745,37.358409,-6.324821,A-8061,Endesa,300,Congested
FRIC_746,37.377026,-6.081769,A-8062,Endesa,300,Congested
FRIC_747,37.360197,-6.274094,A-8064,Endesa,300,Congested
FRIC_748,37.368607,-6.01519,A-8065,Endesa,300,Congested
FRIC_749,37.369215,-6.034653,A-8066,Endesa,300,Congested
FRIC_750,37.339071,-6.063181,A-8067,Endesa,300,Congested
FRIC_751,37.351615,-6.059605,A-8068,Endesa,300,Congested
FRIC_752,37.351948,-6.068965,A-8068R3,Endesa,300,Congested
FRIC_753,37.383893,-6.058183,A-8076,Endesa,300,Congested
FRIC_754,37.431659,-6.035674,A-8078,Endesa,300,Congested
FRIC_755,37.457506,-6.043836,A-8079,Endesa,300,Congested
FRIC_756,37.376296,-6.026982,A-8082,Endesa,300,Congested
FRIC_757,37.373535,-6.031199,A-8082R1,Endesa,300,Congested
FRIC_758,37.413489,-5.997452,A-8083,Endesa,300,Congested
FRIC_759,37.284406,-5.684486,A-8100,Endesa,300,Congested
FRIC_760,37.256798,-5.53846,A-8125,Endesa,300,Congested
FRIC_761,36.854272,-6.039868,A-8151,Endesa,300,Congested
FRIC_762,36.871501,-6.027431,A-8152,Endesa,300,Congested
FRIC_763,37.360007,-6.324949,A-8153,Endesa,300,Congested
FRIC_764,37.767082,-6.165892,A-8175,Endesa,300,Congested
FRIC_765,37.265549,-4.959782,A-8326,Endesa,300,Congested
FRIC_766,37.153448,-4.744206,A-92,Endesa,300,Congested
FRIC_767,37.118664,-4.669509,A-92,Endesa,300,Congested
FRIC_768,37.321145,-3.300529,A-92,Endesa,300,Congested
FRIC_769,37.274147,-3.460527,A-92,Endesa,300,Congested
FRIC_770,37.206404,-3.045817,A-92,Endesa,300,Congested
FRIC_771,37.179113,-3.912737,A-92,Endesa,300,Congested
FRIC_772,37.222578,-3.70584,A-92,Endesa,300,Congested
FRIC_773,37.07067,-4.585679,A-92,Endesa,300,Congested
FRIC_774,37.132112,-4.691032,A-92,Endesa,300,Congested
FRIC_775,37.256681,-4.997521,A-92,Endesa,300,Congested
FRIC_776,37.262446,-4.966788,A-92,Endesa,300,Congested
FRIC_777,37.233166,-5.187194,A-92,Endesa,300,Congested
FRIC_778,37.233147,-5.183782,A-92,Endesa,300,Congested
FRIC_779,37.229362,-5.113448,A-92,Endesa,300,Congested
FRIC_780,37.255813,-5.570046,A-92,Endesa,300,Congested
FRIC_781,37.198266,-3.646147,A-92G,Endesa,300,Congested
FRIC_782,37.192624,-3.72294,A-92GR1,Endesa,300,Congested
FRIC_783,37.108236,-4.309475,A-92M,Endesa,300,Congested
FRIC_784,37.591878,-2.452099,A-92N,Endesa,300,Congested
FRIC_785,37.389126,-3.012912,A-92N,Endesa,300,Congested
FRIC_786,37.475381,-2.856492,A-92N,Endesa,300,Congested
FRIC_787,37.404119,-2.92501,A-92N,Endesa,300,Congested
FRIC_788,37.366224,-3.073012,A-92NR1,Endesa,300,Congested
FRIC_789,37.507705,-2.806347,A-92NR3,Endesa,300,Congested
FRIC_790,37.583946,-2.544699,A-92NR5,Endesa,300,Congested
FRIC_791,37.316959,-3.161342,A-92R1,Endesa,300,Congested
FRIC_792,43.054103,-2.490448,AP-1,i-DE,300,Congested
FRIC_793,43.024555,-2.519676,AP-1-123,i-DE,300,Congested
FRIC_794,43.079052,-2.464192,AP-1-130,i-DE,300,Congested
FRIC_795,43.093294,-2.431126,AP-1-133,i-DE,300,Congested
FRIC_796,43.129976,-2.424783,AP-1-138,i-DE,300,Congested
FRIC_797,43.192159,-2.440177,AP-1-145,i-DE,300,Congested
FRIC_798,42.549255,-1.648522,AP-15,i-DE,300,Congested
FRIC_799,42.193028,-1.673698,AP-15,i-DE,300,Congested
FRIC_800,42.84544,-1.696207,AP-15,i-DE,300,Congested
FRIC_801,42.890632,-1.774437,AP-15,i-DE,300,Congested
FRIC_802,42.121779,-1.740407,AP-15-R,i-DE,300,Congested
FRIC_803,41.404996,1.131976,AP-2,Endesa,600,Moderate
FRIC_804,41.517653,-0.094332,AP-2,Endesa,300,Congested
FRIC_805,41.467642,0.238748,AP-2,Endesa,300,Congested
FRIC_806,41.553752,0.612477,AP-2,Endesa,600,Moderate
FRIC_807,41.549298,0.582489,AP-2,Endesa,600,Moderate
FRIC_808,41.508775,0.424584,AP-2,Endesa,300,Congested
FRIC_809,41.387471,1.188837,AP-2,Endesa,600,Moderate
FRIC_810,41.566717,-0.626924,AP-2,Endesa,300,Congested
FRIC_811,41.525056,-0.450349,AP-2,Endesa,300,Congested
FRIC_812,39.732751,-3.138381,AP-36,Endesa,600,Moderate
FRIC_813,39.532478,-2.949717,AP-36,i-DE,300,Congested
FRIC_814,39.601036,-3.07263,AP-36,i-DE,300,Congested
FRIC_815,39.335035,-2.389393,AP-36,i-DE,300,Congested
FRIC_816,39.474771,-2.697923,AP-36,i-DE,300,Congested
FRIC_817,39.356769,-2.44597,AP-36,i-DE,300,Congested
FRIC_818,36.726088,-6.063699,AP-4,Endesa,300,Congested
FRIC_819,36.714157,-6.070986,AP-4,Endesa,300,Congested
FRIC_820,37.15335,-5.912636,AP-4,Endesa,300,Congested
FRIC_821,36.979949,-5.948574,AP-4,Endesa,300,Congested
FRIC_822,40.055472,-3.866389,AP-41,i-DE,300,Congested
FRIC_823,40.076331,-3.841349,AP-41,i-DE,300,Congested
FRIC_824,37.254862,-5.914715,AP-4A,Endesa,300,Congested
FRIC_825,37.248834,-5.915565,AP-4R,Endesa,300,Congested
FRIC_826,40.774288,-4.416164,AP-51,i-DE,300,Congested
FRIC_827,42.713077,-8.237098,AP-53,Endesa,300,Congested
FRIC_828,42.818934,-8.489335,AP-53,Endesa,300,Congested
FRIC_829,40.66902,-4.105423,AP-6,i-DE,300,Congested
