bottleneck_id,latitude,longitude,route_segment,distributor_network,estimated_demand_kw,grid_status
FRIC_830,40.744313,-4.304193,AP-6,i-DE,300,Congested
FRIC_831,40.884417,-4.117007,AP-61,i-DE,300,Congested
FRIC_832,42.977571,-5.831345,AP-66,i-DE,300,Congested
FRIC_833,42.681344,-5.75238,AP-66,i-DE,300,Congested
FRIC_834,42.857331,-5.873187,AP-66,i-DE,300,Congested
FRIC_835,42.366583,-2.073406,AP-68,i-DE,300,Congested
FRIC_836,42.385258,-2.171979,AP-68,i-DE,300,Congested
FRIC_837,42.478552,-2.657272,AP-68,i-DE,300,Congested
FRIC_838,42.413993,-2.26035,AP-68,i-DE,300,Congested
FRIC_839,42.473479,-2.648359,AP-68,i-DE,300,Congested
FRIC_840,43.204345,-2.892477,AP-68,i-DE,300,Congested
FRIC_841,41.774013,-1.229961,AP-68,Endesa,300,Congested
FRIC_842,41.717654,-0.991704,AP-68,Endesa,300,Congested
FRIC_843,42.495987,-5.788728,AP-71,i-DE,300,Congested
FRIC_844,42.440628,-6.038879,AP-71,i-DE,300,Congested
FRIC_845,39.723821,-0.230835,AP-7N,i-DE,300,Congested
FRIC_846,38.918445,-0.132741,AP-7N,i-DE,300,Congested
FRIC_847,39.186173,-0.40063,AP-7N,i-DE,300,Congested
FRIC_848,37.457117,-1.556179,AP-7N,i-DE,300,Congested
FRIC_849,37.668295,-0.897442,AP-7N,i-DE,300,Congested
FRIC_850,37.674324,-0.975176,AP-7N,i-DE,300,Congested
FRIC_851,39.902516,-0.133079,AP-7N,i-DE,300,Congested
FRIC_852,42.164219,2.920976,AP-7N,Endesa,300,Congested
FRIC_853,41.899065,2.774798,AP-7N,Endesa,300,Congested
FRIC_854,42.264337,2.941943,AP-7N,Endesa,300,Congested
FRIC_855,40.319882,0.251312,AP-7N,i-DE,300,Congested
FRIC_856,40.042725,0.024794,AP-7N,i-DE,300,Congested
FRIC_857,39.795173,-0.167342,AP-7N,i-DE,300,Congested
FRIC_858,40.226117,0.198243,AP-7N,i-DE,300,Congested
FRIC_859,39.190694,-0.408229,AP-7N,i-DE,300,Congested
FRIC_860,37.656904,-0.899806,AP-7R,i-DE,300,Congested
FRIC_861,36.398075,-5.250261,AP-7S,Endesa,300,Congested
FRIC_862,36.474087,-5.103802,AP-7S,Endesa,300,Congested
FRIC_863,36.522148,-4.686009,AP-7S,Endesa,300,Congested
FRIC_864,43.284547,-2.325886,AP-8,i-DE,300,Congested
FRIC_865,43.316566,-1.854512,AP-8,i-DE,600,Moderate
FRIC_866,43.288967,-1.941633,AP-8,i-DE,300,Congested
FRIC_867,43.187341,-2.674108,AP-8,i-DE,300,Congested
FRIC_868,43.261027,-2.992594,AP-8,i-DE,300,Congested
FRIC_869,43.339126,-1.756456,AP-8-0,i-DE,300,Congested
FRIC_870,43.307212,-1.878894,AP-8-11,i-DE,300,Congested
FRIC_871,43.305243,-1.891966,AP-8-12,i-DE,300,Congested
FRIC_872,43.287083,-1.951818,AP-8-19,i-DE,300,Congested
FRIC_873,43.277133,-2.014827,AP-8-24,i-DE,300,Congested
FRIC_874,43.282696,-2.107056,AP-8-33,i-DE,300,Congested
FRIC_875,43.279176,-2.158706,AP-8-38,i-DE,300,Congested
FRIC_876,43.266275,-2.272365,AP-8-48,i-DE,300,Congested
FRIC_877,43.284791,-2.327434,AP-8-54,i-DE,300,Congested
FRIC_878,43.232051,-2.403669,AP-8-64,i-DE,300,Congested
FRIC_879,43.319977,-1.832064,AP-8-7,i-DE,600,Moderate
FRIC_880,43.192229,-2.441217,AP-8-71,i-DE,300,Congested
FRIC_881,42.700369,-8.637104,AP-9,Endesa,300,Congested
FRIC_882,42.415166,-8.65333,AP-9,Endesa,300,Congested
FRIC_883,43.237898,-8.258156,AP-9,Endesa,300,Congested
FRIC_884,43.080805,-8.357038,AP-9,Endesa,300,Congested
FRIC_885,42.885369,-8.506467,AP-9,Endesa,300,Congested
FRIC_886,42.855152,-8.566312,AP-9,Endesa,300,Congested
FRIC_887,42.629665,-8.660332,AP-9,Endesa,300,Congested
FRIC_888,43.442989,-8.172646,AP-9F,Endesa,300,Congested
FRIC_889,43.374566,-8.185359,AP-9F,Endesa,300,Congested
FRIC_890,42.256035,-8.679317,AP-9V,i-DE,300,Congested
FRIC_891,43.063931,-2.167799,N-1,i-DE,300,Congested
FRIC_892,43.082604,-2.147968,N-1,i-DE,300,Congested
FRIC_893,40.869578,-4.235415,N-110,i-DE,300,Congested
FRIC_894,40.269456,-5.673968,N-110,i-DE,300,Congested
FRIC_895,40.08838,-5.985359,N-110,i-DE,300,Congested
FRIC_896,41.161831,-3.661622,N-110,i-DE,300,Congested
FRIC_897,40.81869,-4.284454,N-110A,i-DE,300,Congested
FRIC_898,41.976476,-2.485821,N-111,i-DE,300,Congested
FRIC_899,41.986564,-2.487052,N-111,i-DE,300,Congested
FRIC_900,42.359102,-2.49266,N-111,i-DE,300,Congested
FRIC_901,41.729388,-2.477569,N-111,Endesa,300,Congested
FRIC_902,42.485336,-2.434452,N-111A,i-DE,300,Congested
FRIC_903,41.493275,-2.535499,N-111R,Endesa,300,Congested
FRIC_904,42.112744,-1.753894,N-113,i-DE,300,Congested
FRIC_905,42.324817,-5.286222,N-120,i-DE,300,Congested
FRIC_906,42.442471,-7.216205,N-120,i-DE,300,Congested
FRIC_907,42.368996,-5.037212,N-120,i-DE,300,Congested
FRIC_908,42.502164,-7.626166,N-120,i-DE,300,Congested
FRIC_909,42.201764,-8.410756,N-120,i-DE,300,Congested
FRIC_910,42.374948,-7.83047,N-120,i-DE,300,Congested
FRIC_911,42.480089,-7.693958,N-120,i-DE,300,Congested
FRIC_912,42.212734,-8.37145,N-120,i-DE,300,Congested
FRIC_913,42.366089,-4.875352,N-120,i-DE,300,Congested
FRIC_914,42.428762,-2.570984,N-120A,i-DE,300,Congested
FRIC_915,42.347365,-1.653163,N-121,i-DE,300,Congested
FRIC_916,43.131124,-1.600121,N-121-A,i-DE,300,Congested
FRIC_917,43.161328,-1.496078,N-121-B,i-DE,300,Congested
FRIC_918,41.963569,-1.689262,N-121-C,Endesa,300,Congested
FRIC_919,41.600016,-3.364425,N-122,i-DE,300,Congested
FRIC_920,41.842334,-1.672007,N-122,Endesa,300,Congested
FRIC_921,41.899902,-1.794596,N-122,Endesa,300,Congested
FRIC_922,41.83963,-1.420019,N-122,Endesa,300,Congested
FRIC_923,41.597929,-6.088599,N-122,i-DE,300,Congested
FRIC_924,41.770596,-2.510341,N-122,i-DE,300,Congested
FRIC_925,41.617464,-4.394623,N-122,i-DE,300,Congested
FRIC_926,41.740853,-6.541635,N-122A,i-DE,300,Congested
FRIC_927,41.573428,-3.122006,N-122R,i-DE,300,Congested
FRIC_928,42.03706,0.147553,N-123,Endesa,300,Congested
FRIC_929,42.177754,0.335081,N-123A,Endesa,300,Congested
FRIC_930,42.126877,0.389272,N-123B,Endesa,300,Congested
FRIC_931,42.561658,-2.838488,N-124,i-DE,300,Congested
FRIC_932,41.659162,-0.946713,N-125,Endesa,300,Congested
FRIC_933,42.550347,-2.90337,N-126,i-DE,300,Congested
FRIC_934,43.043187,-1.326849,N-135,i-DE,300,Congested
FRIC_935,42.775704,0.677922,N-141,Endesa,300,Congested
FRIC_936,42.366484,1.801151,N-1411,Endesa,300,Congested
FRIC_937,41.728945,1.384399,N-141f,Endesa,300,Congested
FRIC_938,42.414481,1.464402,N-145,Endesa,300,Congested
FRIC_939,42.433611,1.940138,N-152,Endesa,300,Congested
FRIC_940,42.457112,1.967113,N-154,Endesa,300,Congested
FRIC_941,42.464048,1.990789,N-155,Endesa,300,Congested
FRIC_942,41.891031,2.782447,N-156,Endesa,300,Congested
FRIC_943,40.84293,-3.619052,N-1A,i-DE,300,Congested
FRIC_944,42.442904,2.866265,N-2,Endesa,300,Congested
FRIC_945,41.321172,-1.77368,N-2,Endesa,300,Congested
FRIC_946,42.221566,2.951393,N-2,Endesa,300,Congested
FRIC_947,41.520111,-0.526489,N-2,Endesa,300,Congested
FRIC_948,41.970683,2.849031,N-2,Endesa,300,Congested
FRIC_949,41.887673,2.782934,N-2,Endesa,300,Congested
FRIC_950,41.524012,-0.453179,N-2,Endesa,300,Congested
FRIC_951,40.868374,-2.730404,N-204,i-DE,300,Congested
FRIC_952,40.93391,-2.064626,N-211,Endesa,300,Congested
FRIC_953,41.256255,0.020383,N-211,Endesa,300,Congested
FRIC_954,41.244172,-0.053876,N-211,Endesa,300,Congested
FRIC_955,40.832903,-1.82306,N-211,Endesa,300,Congested
FRIC_956,41.137584,-0.145156,N-211,Endesa,300,Congested
FRIC_957,40.801654,-0.639978,N-211,Endesa,300,Congested
FRIC_958,40.895379,-0.376114,N-211A,Endesa,300,Congested
FRIC_959,39.492527,-0.46982,N-220,i-DE,300,Congested
FRIC_960,40.349455,-1.100703,N-223,Endesa,300,Congested
FRIC_961,39.785625,-0.265555,N-225,i-DE,300,Congested
FRIC_962,39.781935,-0.310766,N-225A,i-DE,300,Congested
FRIC_963,42.270244,0.733938,N-230,Endesa,300,Congested
FRIC_964,42.768073,0.686147,N-230,Endesa,300,Congested
FRIC_965,41.886893,0.500249,N-230,Endesa,300,Congested
FRIC_966,41.730188,0.590905,N-230,Endesa,300,Congested
FRIC_967,42.559004,-2.908887,N-232,i-DE,300,Congested
FRIC_968,40.757553,-0.058013,N-232,Endesa,300,Congested
FRIC_969,41.89463,-1.40691,N-232,i-DE,600,Moderate
FRIC_970,40.619551,-0.095197,N-232,i-DE,300,Congested
FRIC_971,41.498407,-0.593296,N-232,Endesa,300,Congested
FRIC_972,42.470307,-2.627925,N-232,i-DE,300,Congested
FRIC_973,42.192426,-1.768617,N-232,i-DE,300,Congested
FRIC_974,40.828291,-0.026915,N-232,Endesa,300,Congested
FRIC_975,41.703057,-1.002533,N-232,Endesa,300,Congested
FRIC_976,41.546506,-0.698526,N-232A,Endesa,300,Congested
FRIC_977,41.039189,-0.122806,N-232B,Endesa,300,Congested
FRIC_978,41.82939,-3.067386,N-234,i-DE,300,Congested
FRIC_979,42.076277,-3.4359,N-234,i-DE,300,Congested
FRIC_980,41.258532,-1.586154,N-234,Endesa,300,Congested
FRIC_981,40.549398,-1.277977,N-234,Endesa,300,Congested
FRIC_982,41.672231,-2.147453,N-234,Endesa,300,Congested
FRIC_983,41.727103,-2.305655,N-234,i-DE,300,Congested
FRIC_984,40.565683,-1.286574,N-234,Endesa,300,Congested
FRIC_985,41.618031,-1.995276,N-234,Endesa,300,Congested
FRIC_986,42.000164,-3.293947,N-234A,i-DE,300,Congested
FRIC_987,40.752522,0.607039,N-235,Endesa,300,Congested
FRIC_988,40.496735,0.465079,N-238,i-DE,300,Congested
FRIC_989,41.91818,0.179891,N-240,Endesa,300,Congested
FRIC_990,41.897794,0.211983,N-240,Endesa,300,Congested
FRIC_991,41.637299,0.583246,N-240,Endesa,300,Congested
FRIC_992,41.580319,0.746839,N-240,Endesa,300,Congested
FRIC_993,41.509433,0.87549,N-240,Endesa,300,Congested
FRIC_994,41.488683,0.905883,N-240,Endesa,300,Congested
FRIC_995,41.608056,0.674079,N-240,Endesa,300,Congested
FRIC_996,42.86927,-1.728725,N-240-A,i-DE,300,Congested
FRIC_997,41.368015,1.174077,N-240A,Endesa,600,Moderate
FRIC_998,42.559826,-0.657296,N-240R,Endesa,300,Congested
FRIC_999,42.492219,-0.322254,N-260,Endesa,300,Congested
FRIC_1000,42.46618,0.614608,N-260,Endesa,300,Congested
FRIC_1001,42.41603,0.26704,N-260,Endesa,300,Congested
FRIC_1002,42.35473,1.951774,N-260,Endesa,300,Congested
FRIC_1003,42.491371,0.512767,N-260,Endesa,300,Congested
FRIC_1004,42.342366,3.092727,N-260,Endesa,300,Congested
FRIC_1005,42.406325,1.128557,N-260,Endesa,300,Congested
FRIC_1006,42.375497,3.156389,N-260,Endesa,300,Congested
FRIC_1007,42.556567,-0.337536,N-260A,Endesa,300,Congested
FRIC_1008,42.362686,1.813092,N-260R,Endesa,300,Congested
FRIC_1009,42.2104,2.538878,N-260z,Endesa,300,Congested
FRIC_1010,41.50151,0.04112,N-2A,Endesa,300,Congested
FRIC_1011,40.960922,-2.654768,N-2A,i-DE,300,Congested
FRIC_1012,41.308829,-1.923541,N-2R,Endesa,300,Congested
FRIC_1013,39.454887,-0.862559,N-3,i-DE,300,Congested
FRIC_1014,39.566312,-2.031822,N-3,i-DE,300,Congested
FRIC_1015,38.289051,-1.459838,N-301,i-DE,300,Congested
FRIC_1016,39.573343,-3.045195,N-301,i-DE,300,Congested
FRIC_1017,38.197493,-1.337818,N-301,i-DE,300,Congested
FRIC_1018,39.625616,-3.068119,N-301,i-DE,300,Congested
FRIC_1019,38.249277,-1.408942,N-301,i-DE,300,Congested
FRIC_1020,38.236787,-1.398226,N-301A,i-DE,300,Congested
FRIC_1021,37.919205,-1.16536,N-301a,i-DE,300,Congested
FRIC_1022,39.443454,-2.037862,N-310,i-DE,300,Congested
FRIC_1023,39.110924,-3.14835,N-310,Endesa,300,Congested
FRIC_1024,37.631208,-1.001388,N-310A,i-DE,600,Moderate
FRIC_1025,40.543538,-2.800711,N-320,i-DE,300,Congested
FRIC_1026,40.369717,-2.423619,N-320,i-DE,300,Congested
FRIC_1027,40.058586,-2.166453,N-320,i-DE,300,Congested
FRIC_1028,40.354696,-2.396012,N-320,i-DE,300,Congested
FRIC_1029,40.56114,-2.919347,N-320A,i-DE,300,Congested
FRIC_1030,38.213757,-2.972577,N-322,Endesa,300,Congested
FRIC_1031,38.067736,-3.559891,N-322,Endesa,300,Congested
FRIC_1032,38.038179,-3.287379,N-322,Endesa,300,Congested
FRIC_1033,38.172325,-3.00582,N-322A,Endesa,300,Congested
FRIC_1034,36.725504,-3.537811,N-323,Endesa,300,Congested
FRIC_1035,37.892568,-3.777588,N-323A,Endesa,300,Congested
FRIC_1036,37.789265,-3.775481,N-323A,Endesa,300,Congested
FRIC_1037,37.679052,-3.626187,N-323A,Endesa,300,Congested
FRIC_1038,39.821212,-1.254921,N-330,i-DE,300,Congested
FRIC_1039,39.57723,-1.199322,N-330,i-DE,300,Congested
FRIC_1040,41.195465,-1.298768,N-330,Endesa,300,Congested
FRIC_1041,39.220461,-1.06239,N-330,i-DE,300,Congested
FRIC_1042,39.867973,-1.324005,N-330,i-DE,300,Congested
FRIC_1043,40.067654,-1.270574,N-330,Endesa,300,Congested
FRIC_1044,40.239857,-1.178104,N-330,Endesa,300,Congested
FRIC_1045,42.505159,-0.353504,N-330,Endesa,300,Congested
FRIC_1046,41.59333,-0.943387,N-330,Endesa,300,Congested
FRIC_1047,42.750338,-0.51554,N-330A,Endesa,300,Congested
FRIC_1048,42.785177,-0.523303,N-330B,Endesa,300,Congested
FRIC_1049,37.36821,-4.489169,N-331,Endesa,300,Congested
FRIC_1050,37.294764,-4.474768,N-331,Endesa,300,Congested
FRIC_1051,37.362047,-4.487272,N-331,Endesa,300,Congested
FRIC_1052,37.459906,-4.573865,N-331R,Endesa,300,Congested
FRIC_1053,38.933266,-0.141401,N-332,i-DE,300,Congested
FRIC_1054,37.727454,-0.861689,N-332,i-DE,300,Congested
FRIC_1055,38.980042,-0.184539,N-332A,i-DE,300,Congested
FRIC_1056,39.179823,-0.290167,N-332R,i-DE,300,Congested
FRIC_1057,38.995557,-0.166852,N-337,i-DE,300,Congested
FRIC_1058,38.993892,-0.162849,N-337a,i-DE,300,Congested
FRIC_1059,37.424967,-5.903924,N-339,Endesa,300,Congested
FRIC_1060,36.700754,-3.442823,N-340,Endesa,300,Congested
FRIC_1061,39.999793,-0.085839,N-340,i-DE,300,Congested
FRIC_1062,40.123359,0.144324,N-340,i-DE,300,Congested
FRIC_1063,39.71934,-0.248255,N-340,i-DE,300,Congested
FRIC_1064,39.947983,-0.086658,N-340,i-DE,300,Congested
FRIC_1065,36.251319,-6.002875,N-340,Endesa,600,Moderate
FRIC_1066,40.178626,0.169083,N-340,i-DE,300,Congested
FRIC_1067,36.577605,-4.570653,N-340,Endesa,300,Congested
FRIC_1068,36.737587,-3.727961,N-340,Endesa,300,Congested
FRIC_1069,36.355732,-6.100631,N-340,Endesa,600,Moderate
FRIC_1070,37.594947,-2.40753,N-342A,Endesa,300,Congested
FRIC_1071,37.569839,-0.942545,N-343,i-DE,300,Congested
FRIC_1072,37.594868,-0.916169,N-343A,i-DE,300,Congested
FRIC_1073,38.012195,-1.223171,N-344,i-DE,300,Congested
FRIC_1074,38.464958,-1.323087,N-344,i-DE,300,Congested
FRIC_1075,37.595004,-0.874523,N-345,i-DE,300,Congested
FRIC_1076,36.754255,-6.075372,N-346,Endesa,300,Congested
FRIC_1077,36.734363,-3.524461,N-347GR,Endesa,300,Congested
FRIC_1078,36.721956,-6.083324,N-349,Endesa,300,Congested
FRIC_1079,36.125439,-5.443207,N-350,Endesa,300,Congested
FRIC_1080,36.168746,-5.369455,N-351,Endesa,300,Congested
FRIC_1081,35.872411,-5.343816,N-352,Endesa,300,Congested
FRIC_1082,36.14337,-5.441031,N-357,Endesa,300,Congested
FRIC_1083,35.874417,-5.346552,N-362,Endesa,300,Congested
FRIC_1084,40.310683,-3.483245,N-3A,i-DE,300,Congested
FRIC_1085,36.77004,-6.063127,N-4,Endesa,300,Congested
FRIC_1086,37.276858,-5.933333,N-4,Endesa,300,Congested
FRIC_1087,37.143653,-5.91904,N-4,Endesa,300,Congested
FRIC_1088,40.06432,-2.85303,N-400,i-DE,300,Congested
FRIC_1089,40.073114,-2.165917,N-400,i-DE,300,Congested
FRIC_1090,39.9407,-3.748572,N-400,i-DE,300,Congested
FRIC_1091,40.023546,-2.650955,N-400,i-DE,300,Congested
FRIC_1092,40.056495,-2.793758,N-400A,i-DE,300,Congested
FRIC_1093,39.525671,-3.844618,N-401,i-DE,300,Congested
FRIC_1094,39.113685,-3.896675,N-401,Endesa,300,Congested
FRIC_1095,39.183738,-3.837578,N-401A,Endesa,600,Moderate
FRIC_1096,40.248104,-4.375012,N-403,i-DE,300,Congested
FRIC_1097,39.976252,-4.258974,N-403,i-DE,300,Congested
FRIC_1098,39.867991,-4.026486,N-403A,i-DE,300,Congested
FRIC_1099,38.738182,-4.071943,N-420,Endesa,300,Congested
FRIC_1100,40.795103,-0.827713,N-420,Endesa,300,Congested
FRIC_1101,38.697237,-4.106845,N-420,Endesa,300,Congested
FRIC_1102,39.533204,-2.805002,N-420,Endesa,300,Congested
FRIC_1103,38.321037,-4.323529,N-420,Endesa,300,Congested
FRIC_1104,40.73579,-0.846465,N-420,Endesa,300,Congested
FRIC_1105,41.10117,0.522707,N-420,Endesa,300,Congested
FRIC_1106,41.044122,0.246201,N-420,Endesa,300,Congested
FRIC_1107,38.742006,-4.075007,N-420,Endesa,300,Congested
FRIC_1108,41.176701,0.909788,N-420A,Endesa,300,Congested
FRIC_1109,41.000734,0.122666,N-420B,Endesa,300,Congested
FRIC_1110,38.901893,-3.066137,N-430,i-DE,300,Congested
FRIC_1111,38.975791,-2.885921,N-430,i-DE,300,Congested
FRIC_1112,38.99895,-3.874284,N-430,Endesa,300,Congested
FRIC_1113,39.017238,-3.818506,N-430A,Endesa,300,Congested
FRIC_1114,38.995573,-3.926872,N-430C,Endesa,300,Congested
FRIC_1115,37.325272,-7.060412,N-431,Endesa,300,Congested
FRIC_1116,37.230005,-7.365706,N-431A,Endesa,300,Congested
FRIC_1117,38.289493,-5.529641,N-432,Endesa,300,Congested
FRIC_1118,37.485723,-3.961504,N-432,Endesa,300,Congested
FRIC_1119,37.713079,-4.628396,N-432,Endesa,300,Congested
FRIC_1120,37.704068,-4.613974,N-432,Endesa,300,Congested
FRIC_1121,38.068356,-4.833914,N-432,Endesa,300,Congested
FRIC_1122,37.907222,-4.753525,N-432,Endesa,300,Congested
FRIC_1123,38.20367,-5.046,N-432A,Endesa,300,Congested
FRIC_1124,38.305455,-5.543247,N-432A,Endesa,300,Congested
FRIC_1125,37.884434,-6.5546,N-433,Endesa,300,Congested
FRIC_1126,37.955988,-6.959185,N-433,Endesa,300,Congested
FRIC_1127,37.898029,-6.732786,N-435,Endesa,300,Congested
FRIC_1128,37.451771,-6.804817,N-435,Endesa,300,Congested
FRIC_1129,38.080745,-6.691678,N-435A,Endesa,300,Congested
FRIC_1130,37.865898,-4.817849,N-437,Endesa,300,Congested
FRIC_1131,37.287135,-7.20773,N-444,Endesa,300,Congested
FRIC_1132,37.259772,-7.236988,N-445,Endesa,300,Congested
FRIC_1133,37.259024,-7.304815,N-446,Endesa,300,Congested
FRIC_1134,37.239228,-7.406764,N-447,Endesa,300,Congested
FRIC_1135,38.390736,-3.506524,N-4A,Endesa,300,Congested
FRIC_1136,39.813882,-5.675681,N-5,i-DE,300,Congested
FRIC_1137,40.906501,-5.193554,N-501,i-DE,300,Congested
FRIC_1138,40.901135,-5.179064,N-501A,i-DE,300,Congested
FRIC_1139,38.404116,-4.959236,N-502,Endesa,300,Congested
FRIC_1140,38.302527,-4.976296,N-502,Endesa,300,Congested
FRIC_1141,39.44758,-5.021725,N-502,Endesa,300,Congested
FRIC_1142,39.552486,-4.969659,N-502,Endesa,300,Congested
FRIC_1143,39.963286,-4.841078,N-502A,i-DE,300,Congested
FRIC_1144,39.442916,-6.179905,N-521,i-DE,300,Congested
FRIC_1145,39.44473,-6.572328,N-521,i-DE,300,Congested
FRIC_1146,39.453086,-6.52223,N-521,i-DE,300,Congested
FRIC_1147,39.318534,-6.502903,N-523,i-DE,300,Congested
FRIC_1148,41.956914,-7.390037,N-525,i-DE,300,Congested
FRIC_1149,42.000021,-5.946162,N-525,i-DE,300,Congested
FRIC_1150,42.802888,-8.476676,N-525,Endesa,300,Congested
FRIC_1151,42.012218,-6.273349,N-525,i-DE,300,Congested
FRIC_1152,42.723269,-8.29462,N-525,Endesa,300,Congested
FRIC_1153,42.683684,-8.186601,N-525,Endesa,300,Congested
FRIC_1154,41.811745,-7.422511,N-532,Endesa,300,Congested
FRIC_1155,42.435349,-6.81584,N-536,Endesa,300,Congested
FRIC_1156,42.838711,-7.740263,N-540,i-DE,300,Congested
FRIC_1157,42.917402,-7.660291,N-540,Endesa,300,Congested
FRIC_1158,42.953258,-7.616383,N-540A,Endesa,300,Congested
FRIC_1159,42.508816,-8.258868,N-541,i-DE,300,Congested
FRIC_1160,42.480284,-8.18924,N-541,i-DE,300,Congested
FRIC_1161,42.347509,-7.873886,N-542,i-DE,300,Congested
FRIC_1162,42.363096,-7.860434,N-544,i-DE,300,Congested
FRIC_1163,42.92441,-8.288881,N-547,Endesa,300,Congested
FRIC_1164,43.269818,-8.368983,N-550,Endesa,300,Congested
FRIC_1165,42.96377,-8.450358,N-550,Endesa,300,Congested
FRIC_1166,42.349992,-8.619002,N-550,i-DE,300,Congested
FRIC_1167,42.428963,-8.653452,N-550,Endesa,300,Congested
FRIC_1168,42.597345,-8.643163,N-550A,Endesa,300,Congested
FRIC_1169,42.730411,-8.649366,N-550R,Endesa,300,Congested
FRIC_1170,42.037179,-8.65875,N-551,i-DE,300,Congested
FRIC_1171,42.284631,-8.634717,N-552,i-DE,300,Congested
FRIC_1172,42.362448,-8.633496,N-554,i-DE,300,Congested
FRIC_1173,42.234773,-8.631969,N-555,i-DE,300,Congested
FRIC_1174,42.226828,-8.633325,N-556,i-DE,300,Congested
FRIC_1175,42.205012,-8.379598,N-559,i-DE,300,Congested
FRIC_1176,40.198091,-4.098197,N-5A,i-DE,300,Congested
FRIC_1177,42.346691,-5.945373,N-6,i-DE,300,Congested
FRIC_1178,42.118293,-5.743141,N-6,i-DE,300,Congested
FRIC_1179,40.791805,-4.444377,N-6,i-DE,300,Congested
FRIC_1180,42.558733,-6.196273,N-6,Endesa,300,Congested
FRIC_1181,42.566963,-6.736804,N-6,Endesa,300,Congested
FRIC_1182,40.708805,-4.150712,N-6,i-DE,300,Congested
FRIC_1183,43.288127,-8.252834,N-6,Endesa,300,Congested
FRIC_1184,41.999115,-5.663751,N-6,i-DE,300,Congested
FRIC_1185,42.407051,-5.355961,N-601,i-DE,300,Congested
FRIC_1186,41.376746,-4.684059,N-601,i-DE,300,Congested
FRIC_1187,42.387512,-5.345128,N-601,i-DE,300,Congested
FRIC_1188,41.878429,-5.044604,N-601,i-DE,300,Congested
FRIC_1189,41.582962,-4.714884,N-601,i-DE,300,Congested
FRIC_1190,40.773057,-4.203036,N-603,i-DE,300,Congested
FRIC_1191,42.028503,-5.332198,N-610,i-DE,300,Congested
FRIC_1192,42.030047,-4.767358,N-610,i-DE,300,Congested
FRIC_1193,42.012753,-4.550012,N-610A,i-DE,300,Congested
FRIC_1194,42.262247,-4.411877,N-611,i-DE,300,Congested
FRIC_1195,43.017619,-4.114662,N-611,i-DE,300,Congested
FRIC_1196,43.420502,-3.927932,N-611,i-DE,300,Congested
FRIC_1197,43.248716,-4.067449,N-611,i-DE,300,Congested
FRIC_1198,42.824106,-4.198064,N-611A,i-DE,300,Congested
FRIC_1199,40.598327,-6.814134,N-620,i-DE,300,Congested
FRIC_1200,40.758182,-6.321477,N-620,i-DE,300,Congested
FRIC_1201,40.914407,-5.858131,N-620,i-DE,300,Congested
FRIC_1202,41.212714,-5.320655,N-620,i-DE,300,Congested
FRIC_1203,40.998243,-5.63016,N-620A,i-DE,300,Congested
FRIC_1204,40.606877,-6.818456,N-620R,i-DE,300,Congested
FRIC_1205,42.873419,-5.159923,N-621,i-DE,300,Congested
FRIC_1206,42.976161,-5.000564,N-621,i-DE,300,Congested
FRIC_1207,43.21131,-4.595025,N-621,i-DE,300,Congested
FRIC_1208,42.083096,-4.178691,N-622,i-DE,300,Congested
FRIC_1209,43.412784,-3.859361,N-623,i-DE,300,Congested
FRIC_1210,43.098515,-5.014004,N-625,i-DE,300,Congested
FRIC_1211,42.63012,-5.204063,N-625,i-DE,300,Congested
FRIC_1212,42.757965,-4.180637,N-627,i-DE,300,Congested
FRIC_1213,43.176492,-3.436682,N-629,i-DE,300,Congested
FRIC_1214,43.353744,-3.417903,N-629A,i-DE,300,Congested
FRIC_1215,39.256481,-6.309903,N-630,i-DE,300,Congested
FRIC_1216,42.168341,-5.591334,N-630,i-DE,300,Congested
FRIC_1217,37.640485,-6.15027,N-630,Endesa,300,Congested
FRIC_1218,41.455222,-5.731138,N-630,i-DE,300,Congested
FRIC_1219,42.766443,-5.613514,N-630,i-DE,300,Congested
FRIC_1220,39.780431,-6.401043,N-630,i-DE,300,Congested
FRIC_1221,42.983425,-5.691336,N-630,i-DE,300,Congested
FRIC_1222,40.506304,-5.67595,N-630,i-DE,300,Congested
FRIC_1223,40.89718,-5.664462,N-630,i-DE,300,Congested
FRIC_1224,43.331652,-5.871434,N-630,i-DE,300,Congested
FRIC_1225,42.551048,-5.582936,N-630,i-DE,300,Congested
FRIC_1226,40.35193,-5.833598,N-630A,i-DE,300,Congested
FRIC_1227,41.910526,-6.078754,N-631,i-DE,300,Congested
FRIC_1228,43.5529,-5.987575,N-632,i-DE,300,Congested
FRIC_1229,43.458927,-5.06128,N-632,i-DE,300,Congested
FRIC_1230,43.54651,-6.357838,N-632A,i-DE,300,Congested
FRIC_1231,43.303035,-2.881887,N-633,i-DE,300,Congested
FRIC_1232,43.228629,-2.400691,N-634,i-DE,300,Congested
FRIC_1233,43.432233,-5.061488,N-634,i-DE,300,Congested
FRIC_1234,43.347559,-4.338661,N-634,i-DE,300,Congested
FRIC_1235,43.28296,-2.154142,N-634,i-DE,300,Congested
FRIC_1236,42.958811,-8.31641,N-634,Endesa,300,Congested
FRIC_1237,43.391525,-6.012564,N-634,i-DE,300,Congested
FRIC_1238,43.344478,-3.159693,N-634,i-DE,300,Congested
FRIC_1239,43.534625,-6.522272,N-634,i-DE,300,Congested
FRIC_1240,43.361476,-3.193465,N-634,i-DE,300,Congested
