location_id,latitude,longitude,route_segment,n_chargers_proposed,grid_status
IBE_054,42.034707,0.10905,A-1232,2,Congested
IBE_055,41.918194,0.179872,A-1234,2,Congested
IBE_056,41.722648,0.114622,A-1235,2,Congested
IBE_057,41.950855,0.183223,A-1236,2,Congested
IBE_058,41.922836,0.211994,A-1237,2,Congested
IBE_059,41.901445,0.20591,A-1238,2,Congested
IBE_060,41.762702,0.228606,A-1239,2,Congested
IBE_061,42.037133,-0.880763,A-124,2,Congested
IBE_062,41.919925,0.468456,A-1240,2,Congested
IBE_063,41.769901,0.375314,A-1241,2,Congested
IBE_064,42.131681,-1.12127,A-125,2,Congested
IBE_065,41.912456,-1.316922,A-126,2,Congested
IBE_066,42.351155,-1.295209,A-127,2,Congested
IBE_067,42.317418,-1.288242,A-127,2,Congested
IBE_068,41.910086,-1.272226,A-127a,2,Congested
IBE_069,41.822983,-0.523476,A-129,2,Congested
IBE_070,42.453653,-2.439388,A-13,2,Congested
IBE_071,41.854985,0.115222,A-130,2,Congested
IBE_072,41.641612,-1.291255,A-1303,2,Congested
IBE_073,41.40881,-1.175594,A-1304,2,Congested
IBE_074,41.598594,-1.284743,A-1305,2,Congested
IBE_075,41.195418,-1.298758,A-1306,2,Congested
IBE_076,41.29886,-0.7431,A-1307,2,Congested
IBE_077,41.933996,-0.178686,A-131,2,Congested
IBE_078,42.037934,-0.314993,A-131,2,Congested
IBE_079,42.205725,-0.536601,A-132,2,Congested
IBE_080,41.895871,0.321605,A-133,2,Congested
IBE_081,42.645036,-0.107023,A-135,2,Congested
IBE_082,42.785518,-0.391385,A-136,2,Congested
IBE_083,42.679499,-1.010658,A-137,2,Congested
IBE_084,42.540875,0.158489,A-138,2,Congested
IBE_085,42.08703,0.222184,A-138,2,Congested
IBE_086,42.585126,0.485723,A-139,2,Congested
IBE_087,41.658312,0.587073,A-14,2,Congested
IBE_088,41.80503,0.561981,A-14-R2,2,Congested
IBE_089,41.846919,0.291865,A-140,2,Congested
IBE_090,41.092696,-0.500807,A-1401,2,Congested
IBE_091,40.98381,-0.450116,A-1402,2,Congested
IBE_092,40.722851,-0.847779,A-1403,2,Congested
IBE_093,41.287437,-0.492423,A-1404,2,Congested
IBE_094,41.214208,-0.468061,A-1405,2,Congested
IBE_095,41.178649,-0.453139,A-1406,2,Congested
IBE_096,40.974023,-0.434787,A-1407,2,Congested
IBE_097,41.016691,-0.205312,A-1408,2,Congested
IBE_098,41.044759,-0.130757,A-1409,2,Congested
IBE_099,40.967581,-0.015019,A-1410,2,Congested
IBE_100,41.129629,0.129904,A-1411,2,Congested
IBE_101,41.001299,0.120387,A-1412,2,Congested
IBE_102,40.888424,0.200926,A-1413,2,Congested
IBE_103,41.103053,-0.316207,A-1415,2,Congested
IBE_104,40.845443,-0.550339,A-1416,2,Congested
IBE_105,42.938964,-1.824946,A-15,2,Congested
IBE_106,43.031631,-1.931037,A-15,2,Congested
IBE_107,43.238894,-2.00237,A-15,2,Congested
IBE_108,41.403347,-2.479257,A-15,2,Congested
IBE_109,41.415558,-2.487262,A-15,2,Congested
IBE_110,41.878375,-1.887303,A-15,2,Congested
IBE_111,43.116854,-1.964046,A-15-141,2,Congested
IBE_112,43.201756,-2.037739,A-15-156,2,Congested
IBE_113,43.225636,-2.023227,A-15-159,2,Congested
IBE_114,43.231104,-2.006112,A-15-160,2,Congested
IBE_115,43.244464,-1.998201,A-15-162,2,Congested
IBE_116,43.257386,-1.988122,A-15-164,2,Congested
IBE_117,43.266155,-1.965024,A-15-166,2,Congested
IBE_118,43.268893,-1.956913,A-15-167,2,Congested
IBE_119,41.582926,-1.951366,A-1502,2,Congested
IBE_120,41.413099,-1.506952,A-1503,2,Congested
IBE_121,41.341385,-1.226018,A-1504,2,Congested
IBE_122,41.287652,-0.732179,A-1506,2,Congested
IBE_123,40.870834,-0.955678,A-1508,2,Congested
IBE_124,40.753826,-1.332994,A-1509,2,Congested
IBE_125,40.627024,-1.000703,A-1510,2,Congested
IBE_126,40.387697,-1.181465,A-1512,2,Congested
IBE_127,40.35306,-1.132573,A-1513,2,Congested
IBE_128,40.123161,-0.769686,A-1514,2,Congested
IBE_129,40.120538,-0.740892,A-1515,2,Congested
IBE_130,42.503213,-1.216444,A-1601,2,Congested
IBE_131,42.735738,-0.815362,A-1602,2,Congested
IBE_132,42.524121,-0.673147,A-1603,2,Congested
IBE_133,42.45002,0.0577,A-1604,2,Congested
IBE_134,42.192103,0.339221,A-1605,2,Congested
IBE_135,40.843378,-0.551451,A-1702,2,Congested
IBE_136,42.602695,-0.730432,A-176,2,Congested
IBE_137,40.73456,-3.585849,A-1A,2,Congested
IBE_138,41.657268,1.174517,A-2,2,Congested
